job_title,department_name,length_of_service,employee_info
Produce Clerk,Bakery,5,"Produce Clerk,Bakery,5"
Benefits Admin,Bakery,18,"Benefits Admin,Bakery,18"
Recruiter,Store Management,24,"Recruiter,Store Management,24"
Investment Analyst,Processed Foods,17,"Investment Analyst,Processed Foods,17"
Store Manager,Employee Records,24,"Store Manager,Employee Records,24"
Cashier,Processed Foods,6,"Cashier,Processed Foods,6"
Legal Counsel,Executive,24,"Legal Counsel,Executive,24"
Accounting Clerk,Bakery,17,"Accounting Clerk,Bakery,17"
"Director, Employee Records",Produce,24,"Director, Employee Records,Produce,24"
Meats Manager,Executive,26,"Meats Manager,Executive,26"
"Exec Assistant, Human Resources",Processed Foods,24,"Exec Assistant, Human Resources,Processed Foods,24"
Customer Service Manager,Store Management,23,"Customer Service Manager,Store Management,23"
Store Manager,Executive,24,"Store Manager,Executive,24"
CEO,Executive,26,"CEO,Executive,26"
"Director, Compensation",Meats,25,"Director, Compensation,Meats,25"
HRIS Analyst,Processed Foods,19,"HRIS Analyst,Processed Foods,19"
Compensation Analyst,Processed Foods,18,"Compensation Analyst,Processed Foods,18"
Compensation Analyst,Processed Foods,24,"Compensation Analyst,Processed Foods,24"
VP Human Resources,Labor Relations,18,"VP Human Resources,Labor Relations,18"
Processed Foods Manager,Meats,25,"Processed Foods Manager,Meats,25"
"Exec Assistant, Human Resources",Produce,26,"Exec Assistant, Human Resources,Produce,26"
Cashier,Accounting,15,"Cashier,Accounting,15"
"Director, Recruitment",Recruitment,23,"Director, Recruitment,Recruitment,23"
Recruiter,Produce,22,"Recruiter,Produce,22"
Bakery Manager,Produce,12,"Bakery Manager,Produce,12"
Produce Clerk,Customer Service,13,"Produce Clerk,Customer Service,13"
HRIS Analyst,HR Technology,20,"HRIS Analyst,HR Technology,20"
"Director, Accounting",Dairy,23,"Director, Accounting,Dairy,23"
Compensation Analyst,Customer Service,22,"Compensation Analyst,Customer Service,22"
"Director, Accounts Receivable",Produce,16,"Director, Accounts Receivable,Produce,16"
Cashier,Customer Service,8,"Cashier,Customer Service,8"
Shelf Stocker,Audit,18,"Shelf Stocker,Audit,18"
Store Manager,Executive,24,"Store Manager,Executive,24"
Dairy Person,Labor Relations,22,"Dairy Person,Labor Relations,22"
Meats Manager,Meats,24,"Meats Manager,Meats,24"
Baker,Bakery,24,"Baker,Bakery,24"
"Exec Assistant, Finance",Produce,19,"Exec Assistant, Finance,Produce,19"
Produce Clerk,Audit,15,"Produce Clerk,Audit,15"
"Director, Recruitment",Executive,21,"Director, Recruitment,Executive,21"
Shelf Stocker,Customer Service,22,"Shelf Stocker,Customer Service,22"
"Exec Assistant, VP Stores",Audit,24,"Exec Assistant, VP Stores,Audit,24"
Dairy Person,Executive,22,"Dairy Person,Executive,22"
"Director, Recruitment",Employee Records,22,"Director, Recruitment,Employee Records,22"
Systems Analyst,Accounting,10,"Systems Analyst,Accounting,10"
"Director, Accounting",Labor Relations,25,"Director, Accounting,Labor Relations,25"
Benefits Admin,HR Technology,18,"Benefits Admin,HR Technology,18"
"Director, Labor Relations",HR Technology,26,"Director, Labor Relations,HR Technology,26"
Customer Service Manager,Store Management,24,"Customer Service Manager,Store Management,24"
Meats Manager,Executive,6,"Meats Manager,Executive,6"
Recruiter,Bakery,24,"Recruiter,Bakery,24"
"Exec Assistant, Legal Counsel",Store Management,26,"Exec Assistant, Legal Counsel,Store Management,26"
Produce Clerk,Customer Service,20,"Produce Clerk,Customer Service,20"
Accounting Clerk,Recruitment,22,"Accounting Clerk,Recruitment,22"
Legal Counsel,Employee Records,26,"Legal Counsel,Employee Records,26"
Cashier,Customer Service,8,"Cashier,Customer Service,8"
Labor Relations Analyst,Processed Foods,25,"Labor Relations Analyst,Processed Foods,25"
Labor Relations Analyst,Accounts Payable,26,"Labor Relations Analyst,Accounts Payable,26"
HRIS Analyst,Customer Service,23,"HRIS Analyst,Customer Service,23"
Cashier,Customer Service,24,"Cashier,Customer Service,24"
Dairy Person,Executive,23,"Dairy Person,Executive,23"
Auditor,Executive,22,"Auditor,Executive,22"
Baker,Investment,21,"Baker,Investment,21"
"Director, Employee Records",Bakery,19,"Director, Employee Records,Bakery,19"
Investment Analyst,Processed Foods,11,"Investment Analyst,Processed Foods,11"
"Exec Assistant, Finance",Accounts Receiveable,25,"Exec Assistant, Finance,Accounts Receiveable,25"
"Exec Assistant, VP Stores",Employee Records,17,"Exec Assistant, VP Stores,Employee Records,17"
Produce Manager,Executive,8,"Produce Manager,Executive,8"
"Director, Accounts Payable",Executive,22,"Director, Accounts Payable,Executive,22"
Meat Cutter,Dairy,26,"Meat Cutter,Dairy,26"
Bakery Manager,Compensation,25,"Bakery Manager,Compensation,25"
Store Manager,Audit,20,"Store Manager,Audit,20"
Dairy Person,Accounting,10,"Dairy Person,Accounting,10"
Legal Counsel,Executive,26,"Legal Counsel,Executive,26"
Shelf Stocker,Investment,10,"Shelf Stocker,Investment,10"
"Director, Accounting",Meats,20,"Director, Accounting,Meats,20"
Meats Manager,Legal,21,"Meats Manager,Legal,21"
Store Manager,Executive,26,"Store Manager,Executive,26"
Recruiter,Processed Foods,22,"Recruiter,Processed Foods,22"
Bakery Manager,Executive,15,"Bakery Manager,Executive,15"
Cashier,Customer Service,13,"Cashier,Customer Service,13"
Accounts Receiveable Clerk,HR Technology,22,"Accounts Receiveable Clerk,HR Technology,22"
"Exec Assistant, VP Stores",Executive,23,"Exec Assistant, VP Stores,Executive,23"
Store Manager,Executive,20,"Store Manager,Executive,20"
Produce Clerk,Processed Foods,26,"Produce Clerk,Processed Foods,26"
Baker,Accounts Receiveable,25,"Baker,Accounts Receiveable,25"
Meat Cutter,Executive,12,"Meat Cutter,Executive,12"
Recruiter,Store Management,21,"Recruiter,Store Management,21"
"Director, Recruitment",Store Management,21,"Director, Recruitment,Store Management,21"
Customer Service Manager,Produce,25,"Customer Service Manager,Produce,25"
Store Manager,Investment,24,"Store Manager,Investment,24"
Cashier,Processed Foods,25,"Cashier,Processed Foods,25"
Meats Manager,Executive,21,"Meats Manager,Executive,21"
Meat Cutter,Audit,21,"Meat Cutter,Audit,21"
Meat Cutter,Bakery,20,"Meat Cutter,Bakery,20"
"Director, Audit",Executive,21,"Director, Audit,Executive,21"
Investment Analyst,Employee Records,22,"Investment Analyst,Employee Records,22"
Baker,Produce,18,"Baker,Produce,18"
Bakery Manager,Meats,26,"Bakery Manager,Meats,26"
Processed Foods Manager,Training,25,"Processed Foods Manager,Training,25"
Processed Foods Manager,Produce,20,"Processed Foods Manager,Produce,20"
Corporate Lawyer,Meats,15,"Corporate Lawyer,Meats,15"
Produce Clerk,Customer Service,8,"Produce Clerk,Customer Service,8"
Cashier,Accounts Payable,20,"Cashier,Accounts Payable,20"
Baker,Accounts Receiveable,13,"Baker,Accounts Receiveable,13"
Cashier,Processed Foods,13,"Cashier,Processed Foods,13"
Recruiter,Executive,18,"Recruiter,Executive,18"
Cashier,Bakery,15,"Cashier,Bakery,15"
HRIS Analyst,Bakery,25,"HRIS Analyst,Bakery,25"
Processed Foods Manager,Accounts Receiveable,17,"Processed Foods Manager,Accounts Receiveable,17"
Bakery Manager,Produce,23,"Bakery Manager,Produce,23"
"Director, Accounts Payable",Meats,21,"Director, Accounts Payable,Meats,21"
Compensation Analyst,Customer Service,24,"Compensation Analyst,Customer Service,24"
"Exec Assistant, Finance",Information Technology,26,"Exec Assistant, Finance,Information Technology,26"
VP Finance,Bakery,22,"VP Finance,Bakery,22"
"Director, Recruitment",Accounts Payable,17,"Director, Recruitment,Accounts Payable,17"
"Exec Assistant, Human Resources",Executive,25,"Exec Assistant, Human Resources,Executive,25"
Bakery Manager,Executive,22,"Bakery Manager,Executive,22"
HRIS Analyst,Recruitment,22,"HRIS Analyst,Recruitment,22"
Customer Service Manager,Meats,15,"Customer Service Manager,Meats,15"
"Director, Accounts Payable",Executive,26,"Director, Accounts Payable,Executive,26"
Meat Cutter,Compensation,21,"Meat Cutter,Compensation,21"
"Exec Assistant, Human Resources",Labor Relations,24,"Exec Assistant, Human Resources,Labor Relations,24"
Produce Clerk,Dairy,23,"Produce Clerk,Dairy,23"
"Director, HR Technology",Executive,23,"Director, HR Technology,Executive,23"
Meat Cutter,Produce,18,"Meat Cutter,Produce,18"
Meat Cutter,HR Technology,24,"Meat Cutter,HR Technology,24"
Dairy Person,Bakery,24,"Dairy Person,Bakery,24"
Corporate Lawyer,Bakery,24,"Corporate Lawyer,Bakery,24"
Shelf Stocker,Customer Service,2,"Shelf Stocker,Customer Service,2"
Processed Foods Manager,Processed Foods,26,"Processed Foods Manager,Processed Foods,26"
Accounts Receiveable Clerk,Processed Foods,10,"Accounts Receiveable Clerk,Processed Foods,10"
Processed Foods Manager,Produce,14,"Processed Foods Manager,Produce,14"
CHief Information Officer,Processed Foods,23,"CHief Information Officer,Processed Foods,23"
Store Manager,Store Management,26,"Store Manager,Store Management,26"
Accounts Receiveable Clerk,Investment,16,"Accounts Receiveable Clerk,Investment,16"
Store Manager,Executive,26,"Store Manager,Executive,26"
Customer Service Manager,HR Technology,19,"Customer Service Manager,HR Technology,19"
Baker,Produce,16,"Baker,Produce,16"
Accounts Payable Clerk,Produce,18,"Accounts Payable Clerk,Produce,18"
Accounting Clerk,Customer Service,24,"Accounting Clerk,Customer Service,24"
Legal Counsel,Executive,25,"Legal Counsel,Executive,25"
Accounts Payable Clerk,Employee Records,20,"Accounts Payable Clerk,Employee Records,20"
Dairy Manager,Recruitment,23,"Dairy Manager,Recruitment,23"
VP Finance,HR Technology,21,"VP Finance,HR Technology,21"
Accounts Payable Clerk,Processed Foods,20,"Accounts Payable Clerk,Processed Foods,20"
Baker,Customer Service,20,"Baker,Customer Service,20"
Shelf Stocker,Processed Foods,24,"Shelf Stocker,Processed Foods,24"
Produce Manager,Labor Relations,26,"Produce Manager,Labor Relations,26"
"Director, HR Technology",Employee Records,22,"Director, HR Technology,Employee Records,22"
Customer Service Manager,Produce,24,"Customer Service Manager,Produce,24"
"Exec Assistant, Legal Counsel",Executive,22,"Exec Assistant, Legal Counsel,Executive,22"
Customer Service Manager,Legal,25,"Customer Service Manager,Legal,25"
Processed Foods Manager,Accounts Receiveable,24,"Processed Foods Manager,Accounts Receiveable,24"
"Exec Assistant, Finance",Meats,23,"Exec Assistant, Finance,Meats,23"
"Exec Assistant, Human Resources",Employee Records,23,"Exec Assistant, Human Resources,Employee Records,23"
CHief Information Officer,HR Technology,25,"CHief Information Officer,HR Technology,25"
Systems Analyst,Produce,24,"Systems Analyst,Produce,24"
Baker,Meats,11,"Baker,Meats,11"
"Director, Accounts Receivable",Investment,19,"Director, Accounts Receivable,Investment,19"
Dairy Person,Executive,7,"Dairy Person,Executive,7"
Labor Relations Analyst,Store Management,22,"Labor Relations Analyst,Store Management,22"
Cashier,Investment,22,"Cashier,Investment,22"
Dairy Manager,Investment,8,"Dairy Manager,Investment,8"
VP Stores,Executive,24,"VP Stores,Executive,24"
Processed Foods Manager,Employee Records,20,"Processed Foods Manager,Employee Records,20"
Investment Analyst,Bakery,10,"Investment Analyst,Bakery,10"
Corporate Lawyer,Meats,26,"Corporate Lawyer,Meats,26"
Meat Cutter,Produce,24,"Meat Cutter,Produce,24"
CEO,Executive,23,"CEO,Executive,23"
"Exec Assistant, Finance",Bakery,26,"Exec Assistant, Finance,Bakery,26"
"Director, Accounts Receivable",Produce,21,"Director, Accounts Receivable,Produce,21"
Recruiter,Compensation,18,"Recruiter,Compensation,18"
Produce Clerk,Customer Service,14,"Produce Clerk,Customer Service,14"
Recruiter,Accounts Receiveable,26,"Recruiter,Accounts Receiveable,26"
Cashier,Customer Service,3,"Cashier,Customer Service,3"
Shelf Stocker,Customer Service,14,"Shelf Stocker,Customer Service,14"
Labor Relations Analyst,Recruitment,25,"Labor Relations Analyst,Recruitment,25"
VP Human Resources,Meats,25,"VP Human Resources,Meats,25"
Meat Cutter,Training,22,"Meat Cutter,Training,22"
Processed Foods Manager,Produce,21,"Processed Foods Manager,Produce,21"
Cashier,Processed Foods,18,"Cashier,Processed Foods,18"
Produce Manager,Bakery,23,"Produce Manager,Bakery,23"
CHief Information Officer,Meats,24,"CHief Information Officer,Meats,24"
Cashier,Customer Service,20,"Cashier,Customer Service,20"
Produce Clerk,Audit,17,"Produce Clerk,Audit,17"
Compensation Analyst,Customer Service,24,"Compensation Analyst,Customer Service,24"
CHief Information Officer,Executive,19,"CHief Information Officer,Executive,19"
Produce Clerk,Audit,22,"Produce Clerk,Audit,22"
Legal Counsel,Store Management,20,"Legal Counsel,Store Management,20"
Customer Service Manager,Recruitment,25,"Customer Service Manager,Recruitment,25"
Produce Clerk,Processed Foods,12,"Produce Clerk,Processed Foods,12"
"Exec Assistant, Finance",Recruitment,26,"Exec Assistant, Finance,Recruitment,26"
Investment Analyst,Bakery,22,"Investment Analyst,Bakery,22"
Cashier,Customer Service,6,"Cashier,Customer Service,6"
Dairy Manager,Audit,22,"Dairy Manager,Audit,22"
Meat Cutter,Produce,20,"Meat Cutter,Produce,20"
Meat Cutter,Processed Foods,8,"Meat Cutter,Processed Foods,8"
VP Stores,Compensation,22,"VP Stores,Compensation,22"
Bakery Manager,Accounts Payable,23,"Bakery Manager,Accounts Payable,23"
Store Manager,Labor Relations,25,"Store Manager,Labor Relations,25"
"Director, Recruitment",Executive,16,"Director, Recruitment,Executive,16"
Corporate Lawyer,Accounting,24,"Corporate Lawyer,Accounting,24"
Produce Clerk,Processed Foods,21,"Produce Clerk,Processed Foods,21"
Dairy Manager,Employee Records,12,"Dairy Manager,Employee Records,12"
Cashier,Customer Service,5,"Cashier,Customer Service,5"
Meats Manager,Meats,25,"Meats Manager,Meats,25"
Accounts Payable Clerk,Accounting,14,"Accounts Payable Clerk,Accounting,14"
Benefits Admin,Dairy,19,"Benefits Admin,Dairy,19"
Customer Service Manager,Produce,15,"Customer Service Manager,Produce,15"
CEO,Recruitment,25,"CEO,Recruitment,25"
Shelf Stocker,Processed Foods,22,"Shelf Stocker,Processed Foods,22"
Accounts Receiveable Clerk,Customer Service,10,"Accounts Receiveable Clerk,Customer Service,10"
Customer Service Manager,Processed Foods,7,"Customer Service Manager,Processed Foods,7"
Processed Foods Manager,Produce,17,"Processed Foods Manager,Produce,17"
Legal Counsel,Executive,20,"Legal Counsel,Executive,20"
Processed Foods Manager,Employee Records,26,"Processed Foods Manager,Employee Records,26"
VP Stores,Executive,26,"VP Stores,Executive,26"
Dairy Person,Recruitment,17,"Dairy Person,Recruitment,17"
"Director, Recruitment",Meats,13,"Director, Recruitment,Meats,13"
Produce Clerk,HR Technology,21,"Produce Clerk,HR Technology,21"
Baker,Meats,8,"Baker,Meats,8"
Baker,Processed Foods,13,"Baker,Processed Foods,13"
CHief Information Officer,Executive,23,"CHief Information Officer,Executive,23"
Auditor,Produce,18,"Auditor,Produce,18"
VP Human Resources,Produce,25,"VP Human Resources,Produce,25"
"Director, Accounting",Accounts Receiveable,26,"Director, Accounting,Accounts Receiveable,26"
"Exec Assistant, Legal Counsel",Employee Records,23,"Exec Assistant, Legal Counsel,Employee Records,23"
VP Human Resources,Executive,25,"VP Human Resources,Executive,25"
"Director, Recruitment",Compensation,23,"Director, Recruitment,Compensation,23"
HRIS Analyst,Accounts Receiveable,26,"HRIS Analyst,Accounts Receiveable,26"
"Director, HR Technology",Audit,24,"Director, HR Technology,Audit,24"
CHief Information Officer,Executive,26,"CHief Information Officer,Executive,26"
Cashier,Customer Service,22,"Cashier,Customer Service,22"
Produce Clerk,Dairy,19,"Produce Clerk,Dairy,19"
"Director, Accounts Receivable",HR Technology,24,"Director, Accounts Receivable,HR Technology,24"
Accounts Receiveable Clerk,Customer Service,22,"Accounts Receiveable Clerk,Customer Service,22"
Investment Analyst,Audit,14,"Investment Analyst,Audit,14"
"Director, Compensation",Accounts Receiveable,26,"Director, Compensation,Accounts Receiveable,26"
VP Human Resources,Bakery,26,"VP Human Resources,Bakery,26"
Corporate Lawyer,Accounts Receiveable,25,"Corporate Lawyer,Accounts Receiveable,25"
Recruiter,Meats,25,"Recruiter,Meats,25"
Cashier,Customer Service,10,"Cashier,Customer Service,10"
Processed Foods Manager,Information Technology,18,"Processed Foods Manager,Information Technology,18"
Compensation Analyst,Customer Service,20,"Compensation Analyst,Customer Service,20"
Trainer,Bakery,22,"Trainer,Bakery,22"
"Director, Investments",Meats,21,"Director, Investments,Meats,21"
Processed Foods Manager,Meats,23,"Processed Foods Manager,Meats,23"
CHief Information Officer,Executive,18,"CHief Information Officer,Executive,18"
Baker,Accounts Payable,18,"Baker,Accounts Payable,18"
Trainer,Executive,10,"Trainer,Executive,10"
Benefits Admin,Bakery,13,"Benefits Admin,Bakery,13"
"Director, Accounts Payable",Compensation,21,"Director, Accounts Payable,Compensation,21"
Customer Service Manager,Labor Relations,23,"Customer Service Manager,Labor Relations,23"
Shelf Stocker,Customer Service,22,"Shelf Stocker,Customer Service,22"
"Director, Accounts Receivable",Recruitment,26,"Director, Accounts Receivable,Recruitment,26"
"Director, Accounting",Produce,20,"Director, Accounting,Produce,20"
Cashier,Meats,12,"Cashier,Meats,12"
VP Stores,Executive,22,"VP Stores,Executive,22"
"Director, Recruitment",Employee Records,24,"Director, Recruitment,Employee Records,24"
Shelf Stocker,Bakery,20,"Shelf Stocker,Bakery,20"
Cashier,Bakery,21,"Cashier,Bakery,21"
"Director, Accounts Receivable",Employee Records,23,"Director, Accounts Receivable,Employee Records,23"
"Exec Assistant, VP Stores",Labor Relations,25,"Exec Assistant, VP Stores,Labor Relations,25"
Shelf Stocker,Processed Foods,22,"Shelf Stocker,Processed Foods,22"
Investment Analyst,Processed Foods,24,"Investment Analyst,Processed Foods,24"
