transaction_amount,merchant_name,date,transaction_details
289.3,"Montgomery, King and Payne",2023-05-03,"289.3,Montgomery, King and Payne,2023-05-03"
94.47,Bailey-Jones,2023-06-08,"94.47,Bailey-Jones,2023-06-08"
1204.83,"Smith, Mckee and Duncan",2023-06-17,"1204.83,Smith, Mckee and Duncan,2023-06-17"
32.33,"Ward, Noble and Walter",2023-01-03,"32.33,Ward, Noble and Walter,2023-01-03"
459.01,"Francis, Sandoval and Andrews",2023-02-25,"459.01,Francis, Sandoval and Andrews,2023-02-25"
98.79,Washington Group,2023-03-21,"98.79,Washington Group,2023-03-21"
285.13,"Chan, Miller and Salinas",2023-09-24,"285.13,Chan, Miller and Salinas,2023-09-24"
148.4,"Crawford, Lozano and Kirk",2023-04-16,"148.4,Crawford, Lozano and Kirk,2023-04-16"
241.99,Huynh-Day,2023-01-26,"241.99,Huynh-Day,2023-01-26"
636.9,"Romero, Berry and Fry",2023-08-11,"636.9,Romero, Berry and Fry,2023-08-11"
19.63,"Lowe, Johnson and Rodriguez",2023-09-02,"19.63,Lowe, Johnson and Rodriguez,2023-09-02"
273.2,Fleming-Craig,2023-01-27,"273.2,Fleming-Craig,2023-01-27"
347.1,Martin LLC,2023-07-03,"347.1,Martin LLC,2023-07-03"
118.5,"Peters, Romero and Cook",2023-07-07,"118.5,Peters, Romero and Cook,2023-07-07"
45.07,Quinn-Wall,2023-05-19,"45.07,Quinn-Wall,2023-05-19"
88.12,Gonzales-Smith,2023-08-14,"88.12,Gonzales-Smith,2023-08-14"
1161.21,Smith-Maxwell,2023-05-12,"1161.21,Smith-Maxwell,2023-05-12"
227.17,Fields-Perez,2023-01-20,"227.17,Fields-Perez,2023-01-20"
909.3,Bailey-Wood,2023-05-23,"909.3,Bailey-Wood,2023-05-23"
399.53,Gonzalez-Copeland,2023-04-26,"399.53,Gonzalez-Copeland,2023-04-26"
499.35,Rosales Group,2023-06-10,"499.35,Rosales Group,2023-06-10"
79.89,"Bradley, Benson and Reeves",2023-03-10,"79.89,Bradley, Benson and Reeves,2023-03-10"
2355.26,Hensley-Long,2023-04-21,"2355.26,Hensley-Long,2023-04-21"
155.28,Morales and Sons,2023-09-17,"155.28,Morales and Sons,2023-09-17"
80.14,Gallegos and Sons,2023-06-28,"80.14,Gallegos and Sons,2023-06-28"
197.94,Arroyo Group,2023-06-13,"197.94,Arroyo Group,2023-06-13"
87.6,Weaver LLC,2023-05-25,"87.6,Weaver LLC,2023-05-25"
428.56,Berry Inc,2023-03-18,"428.56,Berry Inc,2023-03-18"
313.72,Walker-Hogan,2023-09-07,"313.72,Walker-Hogan,2023-09-07"
379.85,Garcia-Oneill,2023-05-14,"379.85,Garcia-Oneill,2023-05-14"
546.55,"Phillips, Hines and Anderson",2023-10-06,"546.55,Phillips, Hines and Anderson,2023-10-06"
156.59,Watson and Sons,2023-01-23,"156.59,Watson and Sons,2023-01-23"
698.7,"Davidson, Christensen and Skinner",2023-01-16,"698.7,Davidson, Christensen and Skinner,2023-01-16"
261.33,"Nguyen, Davis and Thomas",2023-05-15,"261.33,Nguyen, Davis and Thomas,2023-05-15"
285.58,Lutz-Gomez,2023-01-24,"285.58,Lutz-Gomez,2023-01-24"
19.15,Hoffman PLC,2023-03-01,"19.15,Hoffman PLC,2023-03-01"
153.52,"Solomon, Hansen and Strickland",2023-01-21,"153.52,Solomon, Hansen and Strickland,2023-01-21"
663.13,Rollins-Fox,2023-05-02,"663.13,Rollins-Fox,2023-05-02"
60.44,Dixon PLC,2023-04-01,"60.44,Dixon PLC,2023-04-01"
146.53,Weeks-Green,2023-09-15,"146.53,Weeks-Green,2023-09-15"
123.36,"Martinez, Hicks and Murray",2023-09-21,"123.36,Martinez, Hicks and Murray,2023-09-21"
48.71,Smith Group,2023-02-03,"48.71,Smith Group,2023-02-03"
48.96,Watkins-Carrillo,2023-10-06,"48.96,Watkins-Carrillo,2023-10-06"
367.65,Sims-Lopez,2023-07-01,"367.65,Sims-Lopez,2023-07-01"
81.37,"Hodges, Baker and James",2023-05-05,"81.37,Hodges, Baker and James,2023-05-05"
160.88,Mitchell-Avery,2023-05-02,"160.88,Mitchell-Avery,2023-05-02"
426.74,Howard PLC,2023-05-30,"426.74,Howard PLC,2023-05-30"
223.52,Castillo-Nguyen,2023-09-04,"223.52,Castillo-Nguyen,2023-09-04"
88.09,Richardson Group,2023-07-11,"88.09,Richardson Group,2023-07-11"
2556.07,"Harris, Dalton and Maldonado",2023-06-30,"2556.07,Harris, Dalton and Maldonado,2023-06-30"
770.15,"Holden, Black and Bailey",2023-04-21,"770.15,Holden, Black and Bailey,2023-04-21"
2580.77,Williams-Scott,2023-03-28,"2580.77,Williams-Scott,2023-03-28"
450.41,"Williams, Freeman and Roberson",2023-03-08,"450.41,Williams, Freeman and Roberson,2023-03-08"
294.19,Watts Ltd,2023-05-30,"294.19,Watts Ltd,2023-05-30"
702.33,Rodriguez-Castillo,2023-07-05,"702.33,Rodriguez-Castillo,2023-07-05"
145.94,Manning Inc,2023-01-20,"145.94,Manning Inc,2023-01-20"
302.89,Brown-Khan,2023-04-13,"302.89,Brown-Khan,2023-04-13"
247.28,"Gordon, Perez and Johnson",2023-05-02,"247.28,Gordon, Perez and Johnson,2023-05-02"
90.74,Reynolds-Fowler,2023-05-04,"90.74,Reynolds-Fowler,2023-05-04"
1690.88,"Williams, Cook and Martinez",2023-01-20,"1690.88,Williams, Cook and Martinez,2023-01-20"
131.71,Phillips PLC,2023-09-15,"131.71,Phillips PLC,2023-09-15"
33.3,"Hancock, Holt and Hernandez",2023-04-03,"33.3,Hancock, Holt and Hernandez,2023-04-03"
66.72,"Rodriguez, Hughes and Walls",2023-01-14,"66.72,Rodriguez, Hughes and Walls,2023-01-14"
561.24,Mosley-Miller,2023-06-15,"561.24,Mosley-Miller,2023-06-15"
21.91,Mcintosh Group,2023-06-08,"21.91,Mcintosh Group,2023-06-08"
14.65,"Barry, Garrison and Morgan",2023-05-07,"14.65,Barry, Garrison and Morgan,2023-05-07"
457.0,Turner LLC,2023-09-28,"457.0,Turner LLC,2023-09-28"
356.95,"Schultz, Castro and Burnett",2023-05-29,"356.95,Schultz, Castro and Burnett,2023-05-29"
99.46,"Green, Johnson and Meadows",2023-07-01,"99.46,Green, Johnson and Meadows,2023-07-01"
1760.79,"Castillo, Hicks and Martinez",2023-03-11,"1760.79,Castillo, Hicks and Martinez,2023-03-11"
492.07,Leon Group,2023-02-09,"492.07,Leon Group,2023-02-09"
27.48,"Martin, Sweeney and Shepard",2023-09-01,"27.48,Martin, Sweeney and Shepard,2023-09-01"
218.91,"Patel, Jackson and Williams",2023-07-29,"218.91,Patel, Jackson and Williams,2023-07-29"
22.14,Navarro-Baker,2023-04-26,"22.14,Navarro-Baker,2023-04-26"
106.39,Thomas-Lopez,2023-07-09,"106.39,Thomas-Lopez,2023-07-09"
159.73,Taylor-Carter,2023-06-09,"159.73,Taylor-Carter,2023-06-09"
98.74,"Joseph, Rodriguez and Melendez",2023-06-10,"98.74,Joseph, Rodriguez and Melendez,2023-06-10"
287.9,"Mathis, Collins and Frank",2023-02-23,"287.9,Mathis, Collins and Frank,2023-02-23"
302.28,Morris PLC,2023-08-08,"302.28,Morris PLC,2023-08-08"
2465.16,"Palmer, Maldonado and Flowers",2023-07-08,"2465.16,Palmer, Maldonado and Flowers,2023-07-08"
153.65,Murray Ltd,2023-08-30,"153.65,Murray Ltd,2023-08-30"
367.13,"Fernandez, Hughes and Curtis",2023-01-24,"367.13,Fernandez, Hughes and Curtis,2023-01-24"
43.04,Hall PLC,2023-04-02,"43.04,Hall PLC,2023-04-02"
97.08,"Avila, Murphy and Gutierrez",2023-07-17,"97.08,Avila, Murphy and Gutierrez,2023-07-17"
30.49,Anderson and Sons,2023-06-20,"30.49,Anderson and Sons,2023-06-20"
745.73,"Johnson, Simmons and Foster",2023-09-25,"745.73,Johnson, Simmons and Foster,2023-09-25"
131.91,Ferguson-Morton,2023-02-23,"131.91,Ferguson-Morton,2023-02-23"
66.18,Franco-Williams,2023-07-28,"66.18,Franco-Williams,2023-07-28"
191.45,Smith-Lewis,2023-01-11,"191.45,Smith-Lewis,2023-01-11"
68.27,Rogers-Wyatt,2023-04-26,"68.27,Rogers-Wyatt,2023-04-26"
480.81,Daugherty-Carter,2023-10-13,"480.81,Daugherty-Carter,2023-10-13"
541.56,Horton Group,2023-03-10,"541.56,Horton Group,2023-03-10"
61.9,Boyd-Strickland,2023-02-07,"61.9,Boyd-Strickland,2023-02-07"
324.87,Reilly-Drake,2023-03-05,"324.87,Reilly-Drake,2023-03-05"
272.89,Stone-Anderson,2023-05-02,"272.89,Stone-Anderson,2023-05-02"
81.73,"Hart, Lynch and Gonzalez",2023-01-21,"81.73,Hart, Lynch and Gonzalez,2023-01-21"
229.69,"Martin, Hicks and Jordan",2023-07-18,"229.69,Martin, Hicks and Jordan,2023-07-18"
648.27,"Owens, Stephenson and Cortez",2023-01-22,"648.27,Owens, Stephenson and Cortez,2023-01-22"
787.55,Mckenzie and Sons,2023-01-15,"787.55,Mckenzie and Sons,2023-01-15"
183.86,Olsen-Taylor,2023-01-25,"183.86,Olsen-Taylor,2023-01-25"
23.93,"Richards, Hopkins and Rogers",2023-01-04,"23.93,Richards, Hopkins and Rogers,2023-01-04"
63.76,Stone-Wheeler,2023-06-20,"63.76,Stone-Wheeler,2023-06-20"
93.18,"Higgins, Davis and Davidson",2023-06-05,"93.18,Higgins, Davis and Davidson,2023-06-05"
55.84,"Harris, Daniels and Miller",2023-04-14,"55.84,Harris, Daniels and Miller,2023-04-14"
72.4,Washington Group,2023-07-22,"72.4,Washington Group,2023-07-22"
246.71,"Parker, Proctor and Martin",2023-08-04,"246.71,Parker, Proctor and Martin,2023-08-04"
109.22,Cunningham-Scott,2023-02-26,"109.22,Cunningham-Scott,2023-02-26"
10.38,Allen Ltd,2023-09-17,"10.38,Allen Ltd,2023-09-17"
196.61,Hawkins-Tucker,2023-10-12,"196.61,Hawkins-Tucker,2023-10-12"
56.95,"Hahn, White and Thornton",2023-07-28,"56.95,Hahn, White and Thornton,2023-07-28"
533.0,Howard-Little,2023-01-07,"533.0,Howard-Little,2023-01-07"
91.95,"Lopez, Gomez and Tyler",2023-02-24,"91.95,Lopez, Gomez and Tyler,2023-02-24"
799.99,Robinson Ltd,2023-07-04,"799.99,Robinson Ltd,2023-07-04"
438.08,Miller-Chandler,2023-09-23,"438.08,Miller-Chandler,2023-09-23"
140.32,Smith PLC,2023-02-02,"140.32,Smith PLC,2023-02-02"
22.99,"Stone, Blevins and Wright",2023-08-15,"22.99,Stone, Blevins and Wright,2023-08-15"
439.48,Ward-Moore,2023-08-04,"439.48,Ward-Moore,2023-08-04"
278.37,"Fernandez, Ingram and Haney",2023-07-11,"278.37,Fernandez, Ingram and Haney,2023-07-11"
446.68,"Fernandez, Ingram and Haney",2023-03-20,"446.68,Fernandez, Ingram and Haney,2023-03-20"
109.84,Flores-Salazar,2023-03-26,"109.84,Flores-Salazar,2023-03-26"
74.53,Arnold Group,2023-10-01,"74.53,Arnold Group,2023-10-01"
257.0,"Soto, Hughes and Smith",2023-04-20,"257.0,Soto, Hughes and Smith,2023-04-20"
142.32,"Chandler, Gonzales and Hicks",2023-05-02,"142.32,Chandler, Gonzales and Hicks,2023-05-02"
625.35,Nelson Ltd,2023-07-24,"625.35,Nelson Ltd,2023-07-24"
1037.75,"Harrington, Aguirre and Ibarra",2023-09-15,"1037.75,Harrington, Aguirre and Ibarra,2023-09-15"
220.9,Waters-Ruiz,2023-01-03,"220.9,Waters-Ruiz,2023-01-03"
52.5,"Dorsey, Brady and Blake",2023-01-21,"52.5,Dorsey, Brady and Blake,2023-01-21"
375.91,"Tucker, Richards and Smith",2023-10-07,"375.91,Tucker, Richards and Smith,2023-10-07"
865.84,"Diaz, Mitchell and Krueger",2023-07-18,"865.84,Diaz, Mitchell and Krueger,2023-07-18"
246.44,"Stewart, Curry and Young",2023-08-12,"246.44,Stewart, Curry and Young,2023-08-12"
442.42,"Conner, Baker and Chavez",2023-03-03,"442.42,Conner, Baker and Chavez,2023-03-03"
322.65,Stone-Houston,2023-03-22,"322.65,Stone-Houston,2023-03-22"
234.3,"Mckee, Rice and Perez",2023-01-03,"234.3,Mckee, Rice and Perez,2023-01-03"
2643.66,"Hernandez, Byrd and Martin",2023-09-11,"2643.66,Hernandez, Byrd and Martin,2023-09-11"
602.94,Stone PLC,2023-04-26,"602.94,Stone PLC,2023-04-26"
490.28,"Riley, Gibson and Lopez",2023-05-19,"490.28,Riley, Gibson and Lopez,2023-05-19"
44.06,"Webb, Lee and Finley",2023-08-22,"44.06,Webb, Lee and Finley,2023-08-22"
94.85,"Cordova, Shelton and Melton",2023-04-28,"94.85,Cordova, Shelton and Melton,2023-04-28"
350.06,Tucker-Rios,2023-07-14,"350.06,Tucker-Rios,2023-07-14"
89.5,Morrow Ltd,2023-02-04,"89.5,Morrow Ltd,2023-02-04"
42.75,Mclaughlin LLC,2023-03-05,"42.75,Mclaughlin LLC,2023-03-05"
657.66,"Richardson, King and Lewis",2023-06-20,"657.66,Richardson, King and Lewis,2023-06-20"
55.75,Murillo-Miller,2023-09-30,"55.75,Murillo-Miller,2023-09-30"
414.76,Lin-Davis,2023-07-25,"414.76,Lin-Davis,2023-07-25"
205.55,"Landry, Walker and Hutchinson",2023-03-21,"205.55,Landry, Walker and Hutchinson,2023-03-21"
261.01,Anderson-Berger,2023-08-30,"261.01,Anderson-Berger,2023-08-30"
404.65,Vega PLC,2023-05-22,"404.65,Vega PLC,2023-05-22"
160.22,West-Osborne,2023-09-09,"160.22,West-Osborne,2023-09-09"
186.38,Massey-Young,2023-07-02,"186.38,Massey-Young,2023-07-02"
161.99,Williams-Allen,2023-02-05,"161.99,Williams-Allen,2023-02-05"
176.15,Martinez-Henry,2023-07-31,"176.15,Martinez-Henry,2023-07-31"
390.19,James and Sons,2023-05-08,"390.19,James and Sons,2023-05-08"
356.81,"Ryan, Parker and Norris",2023-07-26,"356.81,Ryan, Parker and Norris,2023-07-26"
601.24,"Le, West and Wilson",2023-01-11,"601.24,Le, West and Wilson,2023-01-11"
166.7,Thompson Ltd,2023-01-30,"166.7,Thompson Ltd,2023-01-30"
954.67,"Taylor, Mueller and Jones",2023-06-18,"954.67,Taylor, Mueller and Jones,2023-06-18"
48.96,Thompson-Davis,2023-08-11,"48.96,Thompson-Davis,2023-08-11"
755.1,"Morris, Smith and Berry",2023-06-13,"755.1,Morris, Smith and Berry,2023-06-13"
50.43,"Mooney, Ortiz and Bell",2023-08-09,"50.43,Mooney, Ortiz and Bell,2023-08-09"
490.78,"Vaughn, Roberts and Morris",2023-06-08,"490.78,Vaughn, Roberts and Morris,2023-06-08"
85.95,Hall-Jackson,2023-09-16,"85.95,Hall-Jackson,2023-09-16"
45.8,"Perry, Molina and Pope",2023-02-02,"45.8,Perry, Molina and Pope,2023-02-02"
445.56,Durham-Anderson,2023-06-06,"445.56,Durham-Anderson,2023-06-06"
277.65,Mcdonald LLC,2023-05-08,"277.65,Mcdonald LLC,2023-05-08"
53.93,Rojas-Mason,2023-02-13,"53.93,Rojas-Mason,2023-02-13"
315.77,Davidson-Barber,2023-08-13,"315.77,Davidson-Barber,2023-08-13"
765.38,Anderson-Bell,2023-07-17,"765.38,Anderson-Bell,2023-07-17"
48.33,Logan-Craig,2023-03-25,"48.33,Logan-Craig,2023-03-25"
488.81,Barker-Wood,2023-03-10,"488.81,Barker-Wood,2023-03-10"
1779.57,"Webster, Lee and Kennedy",2023-03-14,"1779.57,Webster, Lee and Kennedy,2023-03-14"
368.65,Weaver-Finley,2023-10-01,"368.65,Weaver-Finley,2023-10-01"
832.46,Sims-Ashley,2023-01-09,"832.46,Sims-Ashley,2023-01-09"
429.8,Harper-Salas,2023-08-20,"429.8,Harper-Salas,2023-08-20"
76.95,Davenport-Castaneda,2023-09-02,"76.95,Davenport-Castaneda,2023-09-02"
214.01,Walton Ltd,2023-03-28,"214.01,Walton Ltd,2023-03-28"
64.94,Miller Group,2023-03-06,"64.94,Miller Group,2023-03-06"
108.68,"Hale, Sherman and Fox",2023-06-25,"108.68,Hale, Sherman and Fox,2023-06-25"
1419.18,Kent-Dickson,2023-04-04,"1419.18,Kent-Dickson,2023-04-04"
12.18,Peterson-Rodriguez,2023-07-19,"12.18,Peterson-Rodriguez,2023-07-19"
133.51,Dickerson-Mitchell,2023-08-01,"133.51,Dickerson-Mitchell,2023-08-01"
2465.75,Simon-Ruiz,2023-07-08,"2465.75,Simon-Ruiz,2023-07-08"
2155.67,"Foster, Durham and Moore",2023-01-10,"2155.67,Foster, Durham and Moore,2023-01-10"
8.29,Jackson LLC,2023-05-28,"8.29,Jackson LLC,2023-05-28"
257.92,Walters-Wilson,2023-06-25,"257.92,Walters-Wilson,2023-06-25"
129.49,Mccann Ltd,2023-04-28,"129.49,Mccann Ltd,2023-04-28"
22.8,Huynh PLC,2023-08-19,"22.8,Huynh PLC,2023-08-19"
201.7,Owens-Walker,2023-03-30,"201.7,Owens-Walker,2023-03-30"
993.08,Smith-Gomez,2023-03-10,"993.08,Smith-Gomez,2023-03-10"
187.05,"Johnson, Robbins and Sparks",2023-01-18,"187.05,Johnson, Robbins and Sparks,2023-01-18"
32.02,"Jones, Baldwin and Ruiz",2023-02-08,"32.02,Jones, Baldwin and Ruiz,2023-02-08"
1815.44,Copeland PLC,2023-06-16,"1815.44,Copeland PLC,2023-06-16"
196.61,Mitchell-Williams,2023-03-11,"196.61,Mitchell-Williams,2023-03-11"
280.48,Clark Group,2023-09-05,"280.48,Clark Group,2023-09-05"
99.8,Anderson-Torres,2023-02-16,"99.8,Anderson-Torres,2023-02-16"
192.58,Rosales LLC,2023-03-01,"192.58,Rosales LLC,2023-03-01"
66.24,Mills LLC,2023-06-11,"66.24,Mills LLC,2023-06-11"
421.28,Glover Group,2023-05-27,"421.28,Glover Group,2023-05-27"
19.8,Schultz and Sons,2023-03-11,"19.8,Schultz and Sons,2023-03-11"
2177.42,Nguyen PLC,2023-03-27,"2177.42,Nguyen PLC,2023-03-27"
232.34,"Kemp, Perez and Garcia",2023-10-02,"232.34,Kemp, Perez and Garcia,2023-10-02"
762.54,"Turner, Cook and Garrett",2023-06-18,"762.54,Turner, Cook and Garrett,2023-06-18"
58.67,Wong-Harrison,2023-10-13,"58.67,Wong-Harrison,2023-10-13"
55.67,"Freeman, Reid and Smith",2023-06-20,"55.67,Freeman, Reid and Smith,2023-06-20"
109.39,Wood-Wood,2023-02-09,"109.39,Wood-Wood,2023-02-09"
20.22,Fitzgerald and Sons,2023-09-23,"20.22,Fitzgerald and Sons,2023-09-23"
1742.86,Smith LLC,2023-08-14,"1742.86,Smith LLC,2023-08-14"
176.32,Martinez-Pineda,2023-07-13,"176.32,Martinez-Pineda,2023-07-13"
2347.04,Ramirez-Turner,2023-09-14,"2347.04,Ramirez-Turner,2023-09-14"
127.75,Gonzales and Sons,2023-01-26,"127.75,Gonzales and Sons,2023-01-26"
82.51,"Coleman, Fitzpatrick and Sims",2023-03-09,"82.51,Coleman, Fitzpatrick and Sims,2023-03-09"
76.74,Hamilton and Sons,2023-10-04,"76.74,Hamilton and Sons,2023-10-04"
251.09,Grant Group,2023-02-02,"251.09,Grant Group,2023-02-02"
1879.05,"Mosley, Flores and Suarez",2023-06-23,"1879.05,Mosley, Flores and Suarez,2023-06-23"
10.19,"Manning, White and Castillo",2023-08-05,"10.19,Manning, White and Castillo,2023-08-05"
822.42,Bass-Watkins,2023-05-30,"822.42,Bass-Watkins,2023-05-30"
78.83,Bullock LLC,2023-01-04,"78.83,Bullock LLC,2023-01-04"
111.89,Decker-Morris,2023-06-20,"111.89,Decker-Morris,2023-06-20"
242.84,Hall-Bass,2023-03-26,"242.84,Hall-Bass,2023-03-26"
16.93,James-Steele,2023-03-09,"16.93,James-Steele,2023-03-09"
14.37,Jackson Inc,2023-04-23,"14.37,Jackson Inc,2023-04-23"
58.27,"Richard, Cortez and Lambert",2023-05-22,"58.27,Richard, Cortez and Lambert,2023-05-22"
1223.91,Alvarado-Thompson,2023-06-06,"1223.91,Alvarado-Thompson,2023-06-06"
2270.08,"Figueroa, Richardson and Martinez",2023-03-08,"2270.08,Figueroa, Richardson and Martinez,2023-03-08"
14.38,Morris Group,2023-04-17,"14.38,Morris Group,2023-04-17"
55.82,"Luna, Chavez and Brown",2023-06-20,"55.82,Luna, Chavez and Brown,2023-06-20"
2414.78,"Daniels, Stewart and Lewis",2023-01-27,"2414.78,Daniels, Stewart and Lewis,2023-01-27"
417.28,Shields-Baker,2023-06-01,"417.28,Shields-Baker,2023-06-01"
9.7,"Reyes, Ward and Sanchez",2023-01-17,"9.7,Reyes, Ward and Sanchez,2023-01-17"
151.11,Morgan PLC,2023-09-22,"151.11,Morgan PLC,2023-09-22"
898.61,Wright-Pittman,2023-03-07,"898.61,Wright-Pittman,2023-03-07"
94.81,Johnson and Sons,2023-09-18,"94.81,Johnson and Sons,2023-09-18"
83.2,Paul-Strong,2023-03-15,"83.2,Paul-Strong,2023-03-15"
871.81,"Turner, Miller and Carter",2023-07-07,"871.81,Turner, Miller and Carter,2023-07-07"
660.28,Jackson PLC,2023-01-23,"660.28,Jackson PLC,2023-01-23"
141.74,Washington-Morgan,2023-03-31,"141.74,Washington-Morgan,2023-03-31"
133.05,Potter LLC,2023-07-20,"133.05,Potter LLC,2023-07-20"
57.4,Williamson Inc,2023-04-02,"57.4,Williamson Inc,2023-04-02"
422.35,Campos PLC,2023-06-14,"422.35,Campos PLC,2023-06-14"
350.62,Graves-Bean,2023-09-23,"350.62,Graves-Bean,2023-09-23"
364.9,Smith LLC,2023-07-30,"364.9,Smith LLC,2023-07-30"
597.57,Swanson-Riley,2023-04-08,"597.57,Swanson-Riley,2023-04-08"
193.88,Martin LLC,2023-03-06,"193.88,Martin LLC,2023-03-06"
173.24,Steele and Sons,2023-09-29,"173.24,Steele and Sons,2023-09-29"
206.14,Horton-Santiago,2023-03-03,"206.14,Horton-Santiago,2023-03-03"
398.62,Davis-Garcia,2023-02-27,"398.62,Davis-Garcia,2023-02-27"
15.23,"Casey, Guerra and Mcdonald",2023-09-21,"15.23,Casey, Guerra and Mcdonald,2023-09-21"
364.45,Brown-Berry,2023-08-24,"364.45,Brown-Berry,2023-08-24"
255.29,Hill and Sons,2023-03-15,"255.29,Hill and Sons,2023-03-15"
1126.73,Nixon-Kelly,2023-07-27,"1126.73,Nixon-Kelly,2023-07-27"
608.15,Mcclain and Sons,2023-05-08,"608.15,Mcclain and Sons,2023-05-08"
210.73,"Caldwell, Peterson and Trujillo",2023-09-02,"210.73,Caldwell, Peterson and Trujillo,2023-09-02"
185.39,Johnson LLC,2023-05-16,"185.39,Johnson LLC,2023-05-16"
296.94,Rowe-Rivers,2023-02-06,"296.94,Rowe-Rivers,2023-02-06"
196.01,Taylor-Richardson,2023-08-12,"196.01,Taylor-Richardson,2023-08-12"
71.4,Sullivan-Mullins,2023-09-21,"71.4,Sullivan-Mullins,2023-09-21"
195.02,"Hood, White and Robinson",2023-08-16,"195.02,Hood, White and Robinson,2023-08-16"
164.52,Wilson and Sons,2023-10-10,"164.52,Wilson and Sons,2023-10-10"
192.76,Reynolds Group,2023-01-27,"192.76,Reynolds Group,2023-01-27"
148.68,Stephens PLC,2023-05-14,"148.68,Stephens PLC,2023-05-14"
83.86,"Brown, Baker and Lee",2023-08-30,"83.86,Brown, Baker and Lee,2023-08-30"
262.7,Cooley LLC,2023-10-05,"262.7,Cooley LLC,2023-10-05"
111.03,Rodriguez-Lee,2023-05-12,"111.03,Rodriguez-Lee,2023-05-12"
105.39,"Payne, Boyle and Beck",2023-10-08,"105.39,Payne, Boyle and Beck,2023-10-08"
89.87,Andrews-Pham,2023-07-15,"89.87,Andrews-Pham,2023-07-15"
81.54,Thomas PLC,2023-07-29,"81.54,Thomas PLC,2023-07-29"
470.62,"Thompson, Davis and Weber",2023-06-22,"470.62,Thompson, Davis and Weber,2023-06-22"
40.06,Reed Group,2023-03-14,"40.06,Reed Group,2023-03-14"
158.8,"Howard, Johnson and Moore",2023-01-05,"158.8,Howard, Johnson and Moore,2023-01-05"
27.93,"Williams, Freeman and Roberson",2023-06-23,"27.93,Williams, Freeman and Roberson,2023-06-23"
20.37,Johnson and Sons,2023-05-30,"20.37,Johnson and Sons,2023-05-30"
68.45,George LLC,2023-05-26,"68.45,George LLC,2023-05-26"
89.92,"Bell, Moon and Brown",2023-01-14,"89.92,Bell, Moon and Brown,2023-01-14"
40.09,"Faulkner, Gonzalez and Scott",2023-03-07,"40.09,Faulkner, Gonzalez and Scott,2023-03-07"
36.68,Jimenez-Douglas,2023-02-28,"36.68,Jimenez-Douglas,2023-02-28"
1589.07,"Lopez, Griffith and Reyes",2023-01-25,"1589.07,Lopez, Griffith and Reyes,2023-01-25"
17.55,"Collins, Black and French",2023-04-15,"17.55,Collins, Black and French,2023-04-15"
367.5,Elliott PLC,2023-05-09,"367.5,Elliott PLC,2023-05-09"
984.85,"Daugherty, Campbell and Chen",2023-01-16,"984.85,Daugherty, Campbell and Chen,2023-01-16"
1933.16,Rasmussen LLC,2023-07-28,"1933.16,Rasmussen LLC,2023-07-28"
178.2,Young Group,2023-01-24,"178.2,Young Group,2023-01-24"
415.68,Davis Group,2023-01-29,"415.68,Davis Group,2023-01-29"
43.13,"Harris, Parks and Hoffman",2023-02-16,"43.13,Harris, Parks and Hoffman,2023-02-16"
188.62,Mendoza LLC,2023-04-05,"188.62,Mendoza LLC,2023-04-05"
881.65,Powell-Krueger,2023-05-09,"881.65,Powell-Krueger,2023-05-09"
1632.66,Vaughn-Rice,2023-07-08,"1632.66,Vaughn-Rice,2023-07-08"
61.92,Steele-Mason,2023-02-08,"61.92,Steele-Mason,2023-02-08"
306.82,Wilson-Flores,2023-04-14,"306.82,Wilson-Flores,2023-04-14"
1991.13,Harrison-Schroeder,2023-07-17,"1991.13,Harrison-Schroeder,2023-07-17"
40.23,"Horton, Swanson and Davis",2023-06-07,"40.23,Horton, Swanson and Davis,2023-06-07"
753.94,Singh and Sons,2023-09-25,"753.94,Singh and Sons,2023-09-25"
39.15,Wilcox-Andrews,2023-06-14,"39.15,Wilcox-Andrews,2023-06-14"
1974.07,Griffin-Wolfe,2023-10-11,"1974.07,Griffin-Wolfe,2023-10-11"
514.65,Glover-Anderson,2023-08-24,"514.65,Glover-Anderson,2023-08-24"
80.79,Haley-Stone,2023-06-19,"80.79,Haley-Stone,2023-06-19"
72.42,Lawrence-Sandoval,2023-05-10,"72.42,Lawrence-Sandoval,2023-05-10"
135.47,Adams-Ellis,2023-01-06,"135.47,Adams-Ellis,2023-01-06"
403.75,Ortega LLC,2023-02-17,"403.75,Ortega LLC,2023-02-17"
169.76,Lawson-Flores,2023-07-10,"169.76,Lawson-Flores,2023-07-10"
136.8,Carroll-Ortiz,2023-09-04,"136.8,Carroll-Ortiz,2023-09-04"
37.11,Harris and Sons,2023-09-14,"37.11,Harris and Sons,2023-09-14"
132.4,Jackson-Sanders,2023-05-18,"132.4,Jackson-Sanders,2023-05-18"
292.62,Campos-Solis,2023-05-02,"292.62,Campos-Solis,2023-05-02"
