country,rank,year,passport_info
Bulgaria,18,2015,"Bulgaria,18,2015"
Kazakhstan,75,2009,"Kazakhstan,75,2009"
South Africa,40,2018,"South Africa,40,2018"
Algeria,92,2017,"Algeria,92,2017"
Estonia,25,2019,"Estonia,25,2019"
Iran,92,2008,"Iran,92,2008"
Turkey,17,2011,"Turkey,17,2011"
Bulgaria,43,2017,"Bulgaria,43,2017"
Vanuatu,31,2015,"Vanuatu,31,2015"
Mali,73,2021,"Mali,73,2021"
Seychelles,33,2009,"Seychelles,33,2009"
China,75,2018,"China,75,2018"
United Arab Emirates,11,2006,"United Arab Emirates,11,2006"
Israel,48,2012,"Israel,48,2012"
Paraguay,51,2022,"Paraguay,51,2022"
Jamaica,54,2010,"Jamaica,54,2010"
Switzerland,5,2008,"Switzerland,5,2008"
South Sudan,90,2010,"South Sudan,90,2010"
Palau Islands,77,2013,"Palau Islands,77,2013"
Lithuania,3,2007,"Lithuania,3,2007"
Pakistan,110,2018,"Pakistan,110,2018"
Madagascar,69,2007,"Madagascar,69,2007"
Maldives,57,2007,"Maldives,57,2007"
Nigeria,79,2008,"Nigeria,79,2008"
Sri Lanka,96,2006,"Sri Lanka,96,2006"
Monaco,38,2015,"Monaco,38,2015"
Ukraine,74,2015,"Ukraine,74,2015"
Senegal,80,2012,"Senegal,80,2012"
Kenya,52,2018,"Kenya,52,2018"
Congo (Dem. Rep.),94,2019,"Congo (Dem. Rep.),94,2019"
Guatemala,21,2009,"Guatemala,21,2009"
Nicaragua,23,2020,"Nicaragua,23,2020"
Vanuatu,60,2022,"Vanuatu,60,2022"
Brunei,42,2017,"Brunei,42,2017"
Tunisia,58,2006,"Tunisia,58,2006"
Macao (SAR China),33,2009,"Macao (SAR China),33,2009"
eSwatini,37,2016,"eSwatini,37,2016"
Chad,78,2021,"Chad,78,2021"
South Korea,2,2007,"South Korea,2,2007"
Ethiopia,98,2019,"Ethiopia,98,2019"
Grenada,50,2018,"Grenada,50,2018"
Nicaragua,29,2017,"Nicaragua,29,2017"
Italy,4,2010,"Italy,4,2010"
Mali,67,2011,"Mali,67,2011"
Macao (SAR China),54,2021,"Macao (SAR China),54,2021"
Pakistan,105,2013,"Pakistan,105,2013"
Turkey,71,2013,"Turkey,71,2013"
Estonia,9,2017,"Estonia,9,2017"
Latvia,19,2020,"Latvia,19,2020"
Gabon,80,2006,"Gabon,80,2006"
Nauru,69,2007,"Nauru,69,2007"
Paraguay,71,2022,"Paraguay,71,2022"
Antigua and Barbuda,51,2017,"Antigua and Barbuda,51,2017"
St. Kitts and Nevis,31,2018,"St. Kitts and Nevis,31,2018"
Palau Islands,52,2009,"Palau Islands,52,2009"
Bahrain,24,2010,"Bahrain,24,2010"
Turkmenistan,91,2006,"Turkmenistan,91,2006"
Australia,18,2020,"Australia,18,2020"
Cuba,71,2013,"Cuba,71,2013"
Philippines,72,2014,"Philippines,72,2014"
United Arab Emirates,41,2019,"United Arab Emirates,41,2019"
Papua New Guinea,80,2013,"Papua New Guinea,80,2013"
Indonesia,80,2017,"Indonesia,80,2017"
United Arab Emirates,20,2008,"United Arab Emirates,20,2008"
Trinidad and Tobago,44,2009,"Trinidad and Tobago,44,2009"
Belarus,64,2016,"Belarus,64,2016"
El Salvador,50,2021,"El Salvador,50,2021"
Syria,100,2019,"Syria,100,2019"
Cambodia,96,2011,"Cambodia,96,2011"
Mauritania,85,2020,"Mauritania,85,2020"
Nepal,104,2015,"Nepal,104,2015"
Barbados,55,2020,"Barbados,55,2020"
Chad,97,2017,"Chad,97,2017"
Oman,65,2008,"Oman,65,2008"
Zambia,69,2018,"Zambia,69,2018"
Belize,48,2013,"Belize,48,2013"
Macao (SAR China),47,2017,"Macao (SAR China),47,2017"
Myanmar,78,2007,"Myanmar,78,2007"
Tuvalu,21,2007,"Tuvalu,21,2007"
Palau Islands,16,2015,"Palau Islands,16,2015"
Dominican Republic,52,2019,"Dominican Republic,52,2019"
Spain,8,2014,"Spain,8,2014"
Chile,37,2018,"Chile,37,2018"
Venezuela,66,2015,"Venezuela,66,2015"
Georgia,69,2021,"Georgia,69,2021"
Czech Republic,18,2007,"Czech Republic,18,2007"
Fiji,67,2015,"Fiji,67,2015"
St. Vincent and the Grenadines,21,2013,"St. Vincent and the Grenadines,21,2013"
Madagascar,85,2009,"Madagascar,85,2009"
Canada,21,2018,"Canada,21,2018"
Lesotho,72,2017,"Lesotho,72,2017"
Samoa,58,2011,"Samoa,58,2011"
Jamaica,53,2010,"Jamaica,53,2010"
Belize,37,2010,"Belize,37,2010"
Afghanistan,106,2022,"Afghanistan,106,2022"
The Gambia,52,2006,"The Gambia,52,2006"
Iran,90,2020,"Iran,90,2020"
Uganda,72,2020,"Uganda,72,2020"
The Gambia,27,2011,"The Gambia,27,2011"
Malta,7,2009,"Malta,7,2009"
Comoro Islands,84,2016,"Comoro Islands,84,2016"
Spain,5,2010,"Spain,5,2010"
Belize,65,2017,"Belize,65,2017"
Uganda,83,2018,"Uganda,83,2018"
Malawi,79,2017,"Malawi,79,2017"
South Sudan,84,2007,"South Sudan,84,2007"
Austria,3,2013,"Austria,3,2013"
China,77,2016,"China,77,2016"
Honduras,63,2012,"Honduras,63,2012"
Taiwan (Chinese Taipei),15,2019,"Taiwan (Chinese Taipei),15,2019"
Liberia,84,2012,"Liberia,84,2012"
Djibouti,84,2010,"Djibouti,84,2010"
Laos,89,2007,"Laos,89,2007"
Andorra,21,2008,"Andorra,21,2008"
Colombia,35,2015,"Colombia,35,2015"
Russian Federation,55,2010,"Russian Federation,55,2010"
Portugal,9,2019,"Portugal,9,2019"
Samoa,50,2008,"Samoa,50,2008"
Belize,53,2009,"Belize,53,2009"
Mexico,24,2015,"Mexico,24,2015"
Macao (SAR China),24,2014,"Macao (SAR China),24,2014"
San Marino,9,2009,"San Marino,9,2009"
Tonga,41,2011,"Tonga,41,2011"
Bahrain,83,2021,"Bahrain,83,2021"
Mongolia,60,2016,"Mongolia,60,2016"
Samoa,71,2022,"Samoa,71,2022"
St. Lucia,61,2015,"St. Lucia,61,2015"
Chad,93,2009,"Chad,93,2009"
Cameroon,87,2021,"Cameroon,87,2021"
Norway,3,2018,"Norway,3,2018"
Ecuador,64,2017,"Ecuador,64,2017"
Central African Republic,92,2021,"Central African Republic,92,2021"
Slovakia,14,2007,"Slovakia,14,2007"
Turkey,59,2010,"Turkey,59,2010"
Singapore,1,2021,"Singapore,1,2021"
El Salvador,19,2008,"El Salvador,19,2008"
Ecuador,50,2016,"Ecuador,50,2016"
Botswana,65,2018,"Botswana,65,2018"
Kosovo,95,2015,"Kosovo,95,2015"
St. Lucia,29,2006,"St. Lucia,29,2006"
navy,col-rank,2018,"navy,col-rank,2018"
Iraq,100,2012,"Iraq,100,2012"
Grenada,56,2010,"Grenada,56,2010"
Greece,4,2012,"Greece,4,2012"
Venezuela,62,2014,"Venezuela,62,2014"
Botswana,62,2015,"Botswana,62,2015"
Bangladesh,104,2011,"Bangladesh,104,2011"
Maldives,43,2012,"Maldives,43,2012"
Monaco,13,2015,"Monaco,13,2015"
Nepal,107,2008,"Nepal,107,2008"
Bhutan,89,2015,"Bhutan,89,2015"
Guinea-Bissau,75,2007,"Guinea-Bissau,75,2007"
Iceland,18,2021,"Iceland,18,2021"
Mauritania,84,2010,"Mauritania,84,2010"
Monaco,7,2020,"Monaco,7,2020"
Mauritius,49,2010,"Mauritius,49,2010"
Sudan,96,2017,"Sudan,96,2017"
Latvia,10,2007,"Latvia,10,2007"
Zimbabwe,82,2011,"Zimbabwe,82,2011"
Afghanistan,108,2019,"Afghanistan,108,2019"
Cuba,72,2011,"Cuba,72,2011"
Bolivia,70,2015,"Bolivia,70,2015"
Eritrea,87,2021,"Eritrea,87,2021"
Costa Rica,6,2018,"Costa Rica,6,2018"
Belarus,50,2011,"Belarus,50,2011"
Bulgaria,10,2009,"Bulgaria,10,2009"
Mexico,38,2021,"Mexico,38,2021"
Oman,39,2009,"Oman,39,2009"
Haiti,89,2010,"Haiti,89,2010"
Zambia,80,2021,"Zambia,80,2021"
Iraq,107,2020,"Iraq,107,2020"
Cyprus,11,2010,"Cyprus,11,2010"
Comoro Islands,85,2018,"Comoro Islands,85,2018"
Mali,79,2014,"Mali,79,2014"
Tunisia,73,2020,"Tunisia,73,2020"
Greece,3,2013,"Greece,3,2013"
Nigeria,92,2008,"Nigeria,92,2008"
Libya,91,2019,"Libya,91,2019"
Sri Lanka,87,2021,"Sri Lanka,87,2021"
Saudi Arabia,67,2019,"Saudi Arabia,67,2019"
South Korea,4,2022,"South Korea,4,2022"
Mauritius,39,2007,"Mauritius,39,2007"
Luxembourg,3,2012,"Luxembourg,3,2012"
Moldova,61,2020,"Moldova,61,2020"
Solomon Islands,47,2022,"Solomon Islands,47,2022"
Papua New Guinea,83,2014,"Papua New Guinea,83,2014"
Indonesia,87,2022,"Indonesia,87,2022"
Ethiopia,89,2018,"Ethiopia,89,2018"
Slovakia,12,2017,"Slovakia,12,2017"
Armenia,83,2016,"Armenia,83,2016"
Brazil,5,2010,"Brazil,5,2010"
Dominica,25,2006,"Dominica,25,2006"
Taiwan (Chinese Taipei),17,2015,"Taiwan (Chinese Taipei),17,2015"
France,4,2013,"France,4,2013"
El Salvador,30,2014,"El Salvador,30,2014"
Marshall Islands,56,2007,"Marshall Islands,56,2007"
Guyana,35,2010,"Guyana,35,2010"
Ireland,5,2009,"Ireland,5,2009"
Sri Lanka,100,2008,"Sri Lanka,100,2008"
Niger,87,2012,"Niger,87,2012"
Paraguay,37,2013,"Paraguay,37,2013"
Pakistan,87,2007,"Pakistan,87,2007"
Algeria,90,2018,"Algeria,90,2018"
Peru,22,2007,"Peru,22,2007"
Mexico,5,2007,"Mexico,5,2007"
Samoa,28,2008,"Samoa,28,2008"
Vatican City,43,2011,"Vatican City,43,2011"
Iraq,106,2015,"Iraq,106,2015"
Ghana,71,2017,"Ghana,71,2017"
Palestinian Territory,86,2009,"Palestinian Territory,86,2009"
Malawi,65,2012,"Malawi,65,2012"
Panama,50,2017,"Panama,50,2017"
Dominica,52,2015,"Dominica,52,2015"
Argentina,20,2021,"Argentina,20,2021"
Equatorial Guinea,84,2016,"Equatorial Guinea,84,2016"
St. Lucia,70,2022,"St. Lucia,70,2022"
Senegal,83,2020,"Senegal,83,2020"
Bosnia and Herzegovina,51,2015,"Bosnia and Herzegovina,51,2015"
Colombia,56,2013,"Colombia,56,2013"
Iraq,98,2006,"Iraq,98,2006"
Brazil,23,2008,"Brazil,23,2008"
Bahrain,58,2017,"Bahrain,58,2017"
Armenia,98,2020,"Armenia,98,2020"
Ireland,4,2020,"Ireland,4,2020"
Panama,28,2013,"Panama,28,2013"
Rwanda,89,2013,"Rwanda,89,2013"
Angola,105,2009,"Angola,105,2009"
Honduras,40,2014,"Honduras,40,2014"
Bulgaria,7,2011,"Bulgaria,7,2011"
Laos,90,2009,"Laos,90,2009"
Turkmenistan,83,2007,"Turkmenistan,83,2007"
Fiji,60,2014,"Fiji,60,2014"
Dominica,43,2016,"Dominica,43,2016"
Uganda,88,2017,"Uganda,88,2017"
Austria,3,2008,"Austria,3,2008"
Monaco,44,2020,"Monaco,44,2020"
Kiribati,51,2015,"Kiribati,51,2015"
Tajikistan,69,2008,"Tajikistan,69,2008"
Switzerland,14,2010,"Switzerland,14,2010"
Iraq,107,2015,"Iraq,107,2015"
Kiribati,33,2018,"Kiribati,33,2018"
Saudi Arabia,35,2006,"Saudi Arabia,35,2006"
Croatia,17,2014,"Croatia,17,2014"
Eritrea,96,2017,"Eritrea,96,2017"
Serbia,59,2014,"Serbia,59,2014"
Tanzania,57,2016,"Tanzania,57,2016"
Venezuela,74,2020,"Venezuela,74,2020"
Djibouti,82,2020,"Djibouti,82,2020"
Tonga,42,2016,"Tonga,42,2016"
Jamaica,78,2011,"Jamaica,78,2011"
Kazakhstan,76,2020,"Kazakhstan,76,2020"
Norway,4,2007,"Norway,4,2007"
Hungary,17,2015,"Hungary,17,2015"
Nicaragua,52,2021,"Nicaragua,52,2021"
Serbia,51,2015,"Serbia,51,2015"
Tajikistan,79,2014,"Tajikistan,79,2014"
Monaco,51,2021,"Monaco,51,2021"
Liechtenstein,8,2018,"Liechtenstein,8,2018"
Zambia,70,2012,"Zambia,70,2012"
Finland,3,2011,"Finland,3,2011"
Latvia,28,2017,"Latvia,28,2017"
Brunei,17,2009,"Brunei,17,2009"
Iraq,102,2016,"Iraq,102,2016"
Laos,87,2021,"Laos,87,2021"
Kuwait,43,2009,"Kuwait,43,2009"
Namibia,70,2020,"Namibia,70,2020"
Central African Republic,68,2014,"Central African Republic,68,2014"
Austria,3,2018,"Austria,3,2018"
Cameroon,71,2010,"Cameroon,71,2010"
Burundi,91,2019,"Burundi,91,2019"
Malaysia,14,2022,"Malaysia,14,2022"
Czech Republic,28,2008,"Czech Republic,28,2008"
Somalia,96,2020,"Somalia,96,2020"
Sri Lanka,95,2006,"Sri Lanka,95,2006"
Germany,3,2020,"Germany,3,2020"
Cyprus,18,2014,"Cyprus,18,2014"
Philippines,61,2011,"Philippines,61,2011"
Panama,20,2016,"Panama,20,2016"
Cambodia,81,2012,"Cambodia,81,2012"
The Gambia,75,2011,"The Gambia,75,2011"
Iceland,18,2016,"Iceland,18,2016"
Dominican Republic,74,2012,"Dominican Republic,74,2012"
Myanmar,95,2016,"Myanmar,95,2016"
St. Vincent and the Grenadines,56,2006,"St. Vincent and the Grenadines,56,2006"
Mauritania,89,2015,"Mauritania,89,2015"
Philippines,78,2018,"Philippines,78,2018"
Niger,83,2020,"Niger,83,2020"
Czech Republic,8,2021,"Czech Republic,8,2021"
Djibouti,96,2016,"Djibouti,96,2016"
Fiji,67,2006,"Fiji,67,2006"
Marshall Islands,41,2018,"Marshall Islands,41,2018"
Togo,74,2015,"Togo,74,2015"
Cote d'Ivoire,90,2021,"Cote d'Ivoire,90,2021"
Denmark,3,2007,"Denmark,3,2007"
Jamaica,66,2019,"Jamaica,66,2019"
Grenada,56,2020,"Grenada,56,2020"
Luxembourg,3,2017,"Luxembourg,3,2017"
Canada,6,2016,"Canada,6,2016"
Brunei,46,2016,"Brunei,46,2016"
Serbia,27,2020,"Serbia,27,2020"
Japan,1,2009,"Japan,1,2009"
Uruguay,64,2011,"Uruguay,64,2011"
Eritrea,85,2009,"Eritrea,85,2009"
St. Vincent and the Grenadines,57,2014,"St. Vincent and the Grenadines,57,2014"
Belgium,8,2022,"Belgium,8,2022"
Jordan,95,2014,"Jordan,95,2014"
Germany,2,2019,"Germany,2,2019"
Senegal,89,2019,"Senegal,89,2019"
Denmark,6,2009,"Denmark,6,2009"
Dominican Republic,64,2011,"Dominican Republic,64,2011"
Finland,4,2017,"Finland,4,2017"
Togo,77,2016,"Togo,77,2016"
Cape Verde Islands,81,2015,"Cape Verde Islands,81,2015"
Vietnam,79,2020,"Vietnam,79,2020"
Switzerland,8,2013,"Switzerland,8,2013"
Montenegro,54,2010,"Montenegro,54,2010"
Germany,3,2007,"Germany,3,2007"
Palestinian Territory,94,2010,"Palestinian Territory,94,2010"
Benin,83,2014,"Benin,83,2014"
Mali,73,2017,"Mali,73,2017"
Guinea,81,2020,"Guinea,81,2020"
Benin,60,2015,"Benin,60,2015"
Brunei,28,2012,"Brunei,28,2012"
Sierra Leone,66,2019,"Sierra Leone,66,2019"
Papua New Guinea,72,2021,"Papua New Guinea,72,2021"
Lebanon,85,2019,"Lebanon,85,2019"
Iran,99,2021,"Iran,99,2021"
Vanuatu,57,2010,"Vanuatu,57,2010"
eSwatini,61,2016,"eSwatini,61,2016"
Mauritania,88,2020,"Mauritania,88,2020"
Azerbaijan,56,2008,"Azerbaijan,56,2008"
Mongolia,72,2021,"Mongolia,72,2021"
Tuvalu,45,2018,"Tuvalu,45,2018"
Timor-Leste,75,2015,"Timor-Leste,75,2015"
Ethiopia,92,2016,"Ethiopia,92,2016"
Panama,36,2019,"Panama,36,2019"
France,5,2016,"France,5,2016"
Kazakhstan,72,2006,"Kazakhstan,72,2006"
Israel,23,2008,"Israel,23,2008"
Uganda,80,2014,"Uganda,80,2014"
Argentina,18,2022,"Argentina,18,2022"
Congo (Rep.),85,2010,"Congo (Rep.),85,2010"
Lithuania,21,2016,"Lithuania,21,2016"
Costa Rica,23,2007,"Costa Rica,23,2007"
Seychelles,14,2011,"Seychelles,14,2011"
Saudi Arabia,47,2014,"Saudi Arabia,47,2014"
Peru,61,2009,"Peru,61,2009"
Cambodia,86,2012,"Cambodia,86,2012"
Mozambique,82,2006,"Mozambique,82,2006"
North Macedonia,55,2020,"North Macedonia,55,2020"
Kosovo,93,2021,"Kosovo,93,2021"
Congo (Rep.),86,2012,"Congo (Rep.),86,2012"
Suriname,72,2016,"Suriname,72,2016"
Italy,3,2021,"Italy,3,2021"
Eritrea,95,2015,"Eritrea,95,2015"
Andorra,24,2011,"Andorra,24,2011"
Tunisia,73,2016,"Tunisia,73,2016"
Portugal,4,2017,"Portugal,4,2017"
Bulgaria,24,2014,"Bulgaria,24,2014"
Cape Verde Islands,78,2012,"Cape Verde Islands,78,2012"
Papua New Guinea,69,2020,"Papua New Guinea,69,2020"
South Korea,4,2020,"South Korea,4,2020"
Chile,34,2013,"Chile,34,2013"
Syria,102,2017,"Syria,102,2017"
Iceland,29,2022,"Iceland,29,2022"
Australia,11,2020,"Australia,11,2020"
Kazakhstan,58,2018,"Kazakhstan,58,2018"
Marshall Islands,28,2013,"Marshall Islands,28,2013"
Luxembourg,3,2013,"Luxembourg,3,2013"
Guyana,53,2012,"Guyana,53,2012"
Tunisia,71,2019,"Tunisia,71,2019"
United Arab Emirates,12,2006,"United Arab Emirates,12,2006"
Malawi,77,2015,"Malawi,77,2015"
Turkmenistan,84,2010,"Turkmenistan,84,2010"
Greece,10,2011,"Greece,10,2011"
Spain,3,2012,"Spain,3,2012"
Chile,15,2011,"Chile,15,2011"
Ukraine,13,2011,"Ukraine,13,2011"
Bangladesh,90,2008,"Bangladesh,90,2008"
Macao (SAR China),30,2011,"Macao (SAR China),30,2011"
Andorra,3,2013,"Andorra,3,2013"
Solomon Islands,64,2012,"Solomon Islands,64,2012"
Afghanistan,114,2022,"Afghanistan,114,2022"
Malta,19,2021,"Malta,19,2021"
Latvia,4,2017,"Latvia,4,2017"
Barbados,20,2010,"Barbados,20,2010"
Peru,46,2013,"Peru,46,2013"
Jamaica,56,2015,"Jamaica,56,2015"
Kosovo,97,2018,"Kosovo,97,2018"
St. Vincent and the Grenadines,29,2014,"St. Vincent and the Grenadines,29,2014"
India,88,2011,"India,88,2011"
Ukraine,35,2009,"Ukraine,35,2009"
Bahamas,51,2016,"Bahamas,51,2016"
Slovenia,24,2019,"Slovenia,24,2019"
Togo,87,2010,"Togo,87,2010"
Syria,103,2018,"Syria,103,2018"
Kazakhstan,43,2021,"Kazakhstan,43,2021"
Jamaica,59,2013,"Jamaica,59,2013"
Albania,61,2012,"Albania,61,2012"
Switzerland,5,2020,"Switzerland,5,2020"
San Marino,34,2009,"San Marino,34,2009"
Pakistan,99,2008,"Pakistan,99,2008"
Lesotho,59,2010,"Lesotho,59,2010"
Djibouti,88,2021,"Djibouti,88,2021"
Netherlands,4,2020,"Netherlands,4,2020"
Russian Federation,45,2017,"Russian Federation,45,2017"
Lesotho,60,2018,"Lesotho,60,2018"
Kazakhstan,74,2017,"Kazakhstan,74,2017"
Libya,86,2007,"Libya,86,2007"
Israel,36,2013,"Israel,36,2013"
Yemen,99,2014,"Yemen,99,2014"
Seychelles,46,2012,"Seychelles,46,2012"
Brazil,20,2021,"Brazil,20,2021"
Kyrgyzstan,78,2016,"Kyrgyzstan,78,2016"
Burundi,89,2011,"Burundi,89,2011"
Malawi,82,2015,"Malawi,82,2015"
United Arab Emirates,5,2018,"United Arab Emirates,5,2018"
Serbia,60,2008,"Serbia,60,2008"
Tunisia,80,2017,"Tunisia,80,2017"
Netherlands,3,2008,"Netherlands,3,2008"
Macao (SAR China),36,2008,"Macao (SAR China),36,2008"
Comoro Islands,94,2017,"Comoro Islands,94,2017"
Lebanon,87,2014,"Lebanon,87,2014"
Papua New Guinea,70,2021,"Papua New Guinea,70,2021"
Palestinian Territory,89,2008,"Palestinian Territory,89,2008"
United Kingdom,12,2015,"United Kingdom,12,2015"
Guinea-Bissau,86,2009,"Guinea-Bissau,86,2009"
Saudi Arabia,34,2017,"Saudi Arabia,34,2017"
Ireland,5,2016,"Ireland,5,2016"
Papua New Guinea,70,2018,"Papua New Guinea,70,2018"
Lebanon,95,2021,"Lebanon,95,2021"
Australia,21,2010,"Australia,21,2010"
Bosnia and Herzegovina,45,2017,"Bosnia and Herzegovina,45,2017"
Afghanistan,110,2014,"Afghanistan,110,2014"
Suriname,80,2022,"Suriname,80,2022"
Central African Republic,82,2008,"Central African Republic,82,2008"
Lebanon,92,2018,"Lebanon,92,2018"
Cameroon,96,2022,"Cameroon,96,2022"
United States,10,2008,"United States,10,2008"
Brunei,9,2007,"Brunei,9,2007"
Norway,3,2017,"Norway,3,2017"
Haiti,81,2011,"Haiti,81,2011"
Namibia,60,2009,"Namibia,60,2009"
Lebanon,89,2008,"Lebanon,89,2008"
Botswana,75,2020,"Botswana,75,2020"
Solomon Islands,34,2008,"Solomon Islands,34,2008"
El Salvador,38,2010,"El Salvador,38,2010"
Guyana,61,2012,"Guyana,61,2012"
Hong Kong (SAR China),8,2006,"Hong Kong (SAR China),8,2006"
Maldives,62,2006,"Maldives,62,2006"
The Gambia,74,2015,"The Gambia,74,2015"
Marshall Islands,41,2013,"Marshall Islands,41,2013"
Guinea,74,2009,"Guinea,74,2009"
Ghana,76,2016,"Ghana,76,2016"
Mauritius,56,2015,"Mauritius,56,2015"
Sao Tome and Principe,80,2009,"Sao Tome and Principe,80,2009"
Central African Republic,88,2012,"Central African Republic,88,2012"
Syria,107,2019,"Syria,107,2019"
Japan,1,2020,"Japan,1,2020"
Nauru,55,2014,"Nauru,55,2014"
Germany,3,2017,"Germany,3,2017"
Indonesia,78,2014,"Indonesia,78,2014"
China,67,2022,"China,67,2022"
Bahrain,37,2013,"Bahrain,37,2013"
Mali,79,2009,"Mali,79,2009"
Latvia,15,2014,"Latvia,15,2014"
Dominica,27,2008,"Dominica,27,2008"
Mozambique,82,2021,"Mozambique,82,2021"
Uzbekistan,73,2019,"Uzbekistan,73,2019"
Malaysia,48,2018,"Malaysia,48,2018"
Malta,7,2022,"Malta,7,2022"
Zambia,77,2022,"Zambia,77,2022"
Switzerland,3,2009,"Switzerland,3,2009"
Australia,5,2012,"Australia,5,2012"
Namibia,57,2007,"Namibia,57,2007"
Suriname,45,2010,"Suriname,45,2010"
St. Lucia,15,2013,"St. Lucia,15,2013"
Samoa,31,2019,"Samoa,31,2019"
Angola,85,2008,"Angola,85,2008"
Norway,5,2016,"Norway,5,2016"
Yemen,94,2009,"Yemen,94,2009"
Georgia,70,2022,"Georgia,70,2022"
Ecuador,44,2007,"Ecuador,44,2007"
Peru,32,2022,"Peru,32,2022"
Poland,17,2017,"Poland,17,2017"
Ghana,72,2017,"Ghana,72,2017"
Grenada,29,2016,"Grenada,29,2016"
Peru,22,2018,"Peru,22,2018"
Tajikistan,79,2018,"Tajikistan,79,2018"
St. Vincent and the Grenadines,19,2017,"St. Vincent and the Grenadines,19,2017"
Marshall Islands,33,2011,"Marshall Islands,33,2011"
Burundi,85,2013,"Burundi,85,2013"
Estonia,13,2009,"Estonia,13,2009"
Paraguay,30,2014,"Paraguay,30,2014"
Uruguay,19,2013,"Uruguay,19,2013"
Timor-Leste,66,2010,"Timor-Leste,66,2010"
Nauru,56,2017,"Nauru,56,2017"
Egypt,75,2012,"Egypt,75,2012"
Taiwan (Chinese Taipei),12,2008,"Taiwan (Chinese Taipei),12,2008"
Haiti,90,2011,"Haiti,90,2011"
Cyprus,31,2006,"Cyprus,31,2006"
Qatar,41,2006,"Qatar,41,2006"
Vietnam,75,2008,"Vietnam,75,2008"
Ecuador,53,2014,"Ecuador,53,2014"
Tunisia,50,2015,"Tunisia,50,2015"
Kenya,47,2013,"Kenya,47,2013"
Ireland,4,2017,"Ireland,4,2017"
Portugal,7,2017,"Portugal,7,2017"
South Korea,4,2013,"South Korea,4,2013"
Uganda,69,2009,"Uganda,69,2009"
Iceland,15,2021,"Iceland,15,2021"
Vietnam,75,2015,"Vietnam,75,2015"
Antigua and Barbuda,25,2012,"Antigua and Barbuda,25,2012"
Sao Tome and Principe,83,2009,"Sao Tome and Principe,83,2009"
Lebanon,85,2011,"Lebanon,85,2011"
Cameroon,92,2015,"Cameroon,92,2015"
Georgia,17,2012,"Georgia,17,2012"
Taiwan (Chinese Taipei),23,2011,"Taiwan (Chinese Taipei),23,2011"
Libya,88,2007,"Libya,88,2007"
Micronesia,62,2011,"Micronesia,62,2011"
Oman,49,2019,"Oman,49,2019"
Myanmar,94,2018,"Myanmar,94,2018"
Slovakia,16,2020,"Slovakia,16,2020"
Australia,29,2021,"Australia,29,2021"
Vietnam,79,2012,"Vietnam,79,2012"
Cameroon,103,2019,"Cameroon,103,2019"
Mozambique,61,2021,"Mozambique,61,2021"
The Gambia,68,2014,"The Gambia,68,2014"
Moldova,31,2011,"Moldova,31,2011"
Albania,49,2006,"Albania,49,2006"
Australia,6,2009,"Australia,6,2009"
Comoro Islands,79,2008,"Comoro Islands,79,2008"
Poland,14,2012,"Poland,14,2012"
Guatemala,57,2016,"Guatemala,57,2016"
New Zealand,19,2012,"New Zealand,19,2012"
Trinidad and Tobago,40,2012,"Trinidad and Tobago,40,2012"
Belarus,42,2008,"Belarus,42,2008"
Cambodia,87,2017,"Cambodia,87,2017"
Cape Verde Islands,80,2014,"Cape Verde Islands,80,2014"
Denmark,2,2009,"Denmark,2,2009"
Lebanon,96,2015,"Lebanon,96,2015"
Ghana,41,2007,"Ghana,41,2007"
Nigeria,90,2016,"Nigeria,90,2016"
eSwatini,63,2015,"eSwatini,63,2015"
Timor-Leste,64,2019,"Timor-Leste,64,2019"
Montenegro,45,2012,"Montenegro,45,2012"
Slovenia,19,2019,"Slovenia,19,2019"
Timor-Leste,51,2008,"Timor-Leste,51,2008"
Nauru,52,2016,"Nauru,52,2016"
Malaysia,17,2014,"Malaysia,17,2014"
Lesotho,75,2010,"Lesotho,75,2010"
Lithuania,9,2008,"Lithuania,9,2008"
Hungary,37,2019,"Hungary,37,2019"
Saudi Arabia,72,2021,"Saudi Arabia,72,2021"
Tunisia,69,2008,"Tunisia,69,2008"
Vietnam,45,2008,"Vietnam,45,2008"
North Macedonia,31,2013,"North Macedonia,31,2013"
Israel,15,2008,"Israel,15,2008"
Egypt,89,2010,"Egypt,89,2010"
Ecuador,74,2017,"Ecuador,74,2017"
Libya,85,2017,"Libya,85,2017"
Latvia,27,2019,"Latvia,27,2019"
Chad,82,2010,"Chad,82,2010"
United Arab Emirates,31,2018,"United Arab Emirates,31,2018"
Oman,41,2008,"Oman,41,2008"
Cape Verde Islands,80,2015,"Cape Verde Islands,80,2015"
Ghana,45,2006,"Ghana,45,2006"
Senegal,69,2013,"Senegal,69,2013"
India,65,2013,"India,65,2013"
Slovenia,18,2017,"Slovenia,18,2017"
Zambia,85,2018,"Zambia,85,2018"
Poland,22,2015,"Poland,22,2015"
St. Lucia,17,2013,"St. Lucia,17,2013"
Nigeria,81,2006,"Nigeria,81,2006"
Croatia,39,2016,"Croatia,39,2016"
South Africa,80,2013,"South Africa,80,2013"
Tajikistan,76,2013,"Tajikistan,76,2013"
Sri Lanka,92,2010,"Sri Lanka,92,2010"
Croatia,61,2016,"Croatia,61,2016"
Palestinian Territory,98,2016,"Palestinian Territory,98,2016"
eSwatini,68,2015,"eSwatini,68,2015"
Laos,97,2013,"Laos,97,2013"
Estonia,7,2016,"Estonia,7,2016"
