job,marital,education,demographic_info
entrepreneur,married,secondary,"entrepreneur,married,secondary"
management,divorced,unknown,"management,divorced,unknown"
self-employed,married,unknown,"self-employed,married,unknown"
housemaid,single,unknown,"housemaid,single,unknown"
management,divorced,secondary,"management,divorced,secondary"
services,divorced,primary,"services,divorced,primary"
blue-collar,divorced,secondary,"blue-collar,divorced,secondary"
student,divorced,primary,"student,divorced,primary"
unknown,divorced,unknown,"unknown,divorced,unknown"
technician,divorced,secondary,"technician,divorced,secondary"
retired,divorced,primary,"retired,divorced,primary"
management,single,unknown,"management,single,unknown"
unknown,married,unknown,"unknown,married,unknown"
services,married,primary,"services,married,primary"
admin.,divorced,primary,"admin.,divorced,primary"
self-employed,divorced,secondary,"self-employed,divorced,secondary"
blue-collar,single,tertiary,"blue-collar,single,tertiary"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
retired,married,unknown,"retired,married,unknown"
self-employed,single,secondary,"self-employed,single,secondary"
blue-collar,single,unknown,"blue-collar,single,unknown"
self-employed,divorced,tertiary,"self-employed,divorced,tertiary"
services,married,tertiary,"services,married,tertiary"
services,married,secondary,"services,married,secondary"
entrepreneur,single,unknown,"entrepreneur,single,unknown"
unknown,married,unknown,"unknown,married,unknown"
retired,married,primary,"retired,married,primary"
entrepreneur,single,tertiary,"entrepreneur,single,tertiary"
self-employed,single,tertiary,"self-employed,single,tertiary"
management,single,primary,"management,single,primary"
services,divorced,tertiary,"services,divorced,tertiary"
unknown,divorced,unknown,"unknown,divorced,unknown"
admin.,divorced,tertiary,"admin.,divorced,tertiary"
retired,married,secondary,"retired,married,secondary"
services,married,primary,"services,married,primary"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
admin.,married,secondary,"admin.,married,secondary"
self-employed,married,tertiary,"self-employed,married,tertiary"
unknown,divorced,unknown,"unknown,divorced,unknown"
management,single,tertiary,"management,single,tertiary"
unknown,married,unknown,"unknown,married,unknown"
services,single,tertiary,"services,single,tertiary"
self-employed,married,primary,"self-employed,married,primary"
entrepreneur,married,tertiary,"entrepreneur,married,tertiary"
student,single,unknown,"student,single,unknown"
blue-collar,married,unknown,"blue-collar,married,unknown"
admin.,single,primary,"admin.,single,primary"
services,divorced,unknown,"services,divorced,unknown"
self-employed,married,unknown,"self-employed,married,unknown"
management,divorced,secondary,"management,divorced,secondary"
blue-collar,divorced,tertiary,"blue-collar,divorced,tertiary"
self-employed,married,unknown,"self-employed,married,unknown"
unknown,single,tertiary,"unknown,single,tertiary"
self-employed,married,secondary,"self-employed,married,secondary"
unknown,divorced,tertiary,"unknown,divorced,tertiary"
services,single,secondary,"services,single,secondary"
student,single,unknown,"student,single,unknown"
retired,single,primary,"retired,single,primary"
services,single,primary,"services,single,primary"
self-employed,married,tertiary,"self-employed,married,tertiary"
retired,married,tertiary,"retired,married,tertiary"
unemployed,divorced,tertiary,"unemployed,divorced,tertiary"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
unknown,married,unknown,"unknown,married,unknown"
self-employed,married,secondary,"self-employed,married,secondary"
housemaid,divorced,unknown,"housemaid,divorced,unknown"
retired,married,tertiary,"retired,married,tertiary"
entrepreneur,married,tertiary,"entrepreneur,married,tertiary"
services,divorced,tertiary,"services,divorced,tertiary"
entrepreneur,divorced,secondary,"entrepreneur,divorced,secondary"
self-employed,divorced,primary,"self-employed,divorced,primary"
retired,single,tertiary,"retired,single,tertiary"
entrepreneur,divorced,tertiary,"entrepreneur,divorced,tertiary"
retired,divorced,unknown,"retired,divorced,unknown"
blue-collar,married,tertiary,"blue-collar,married,tertiary"
technician,divorced,tertiary,"technician,divorced,tertiary"
self-employed,divorced,tertiary,"self-employed,divorced,tertiary"
technician,single,tertiary,"technician,single,tertiary"
technician,divorced,secondary,"technician,divorced,secondary"
self-employed,divorced,unknown,"self-employed,divorced,unknown"
entrepreneur,single,tertiary,"entrepreneur,single,tertiary"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
housemaid,divorced,tertiary,"housemaid,divorced,tertiary"
entrepreneur,married,tertiary,"entrepreneur,married,tertiary"
services,married,tertiary,"services,married,tertiary"
entrepreneur,single,unknown,"entrepreneur,single,unknown"
admin.,single,unknown,"admin.,single,unknown"
retired,married,unknown,"retired,married,unknown"
unemployed,single,primary,"unemployed,single,primary"
entrepreneur,single,tertiary,"entrepreneur,single,tertiary"
unemployed,single,primary,"unemployed,single,primary"
self-employed,married,unknown,"self-employed,married,unknown"
entrepreneur,married,primary,"entrepreneur,married,primary"
housemaid,divorced,secondary,"housemaid,divorced,secondary"
student,single,unknown,"student,single,unknown"
management,single,secondary,"management,single,secondary"
self-employed,divorced,tertiary,"self-employed,divorced,tertiary"
entrepreneur,married,secondary,"entrepreneur,married,secondary"
housemaid,married,secondary,"housemaid,married,secondary"
unemployed,married,tertiary,"unemployed,married,tertiary"
self-employed,married,primary,"self-employed,married,primary"
entrepreneur,married,secondary,"entrepreneur,married,secondary"
self-employed,divorced,primary,"self-employed,divorced,primary"
blue-collar,divorced,primary,"blue-collar,divorced,primary"
admin.,divorced,tertiary,"admin.,divorced,tertiary"
housemaid,divorced,secondary,"housemaid,divorced,secondary"
admin.,divorced,primary,"admin.,divorced,primary"
admin.,single,primary,"admin.,single,primary"
housemaid,divorced,unknown,"housemaid,divorced,unknown"
management,single,primary,"management,single,primary"
unknown,single,unknown,"unknown,single,unknown"
blue-collar,married,secondary,"blue-collar,married,secondary"
entrepreneur,divorced,tertiary,"entrepreneur,divorced,tertiary"
entrepreneur,married,primary,"entrepreneur,married,primary"
services,single,secondary,"services,single,secondary"
admin.,married,tertiary,"admin.,married,tertiary"
technician,single,secondary,"technician,single,secondary"
admin.,single,primary,"admin.,single,primary"
admin.,married,tertiary,"admin.,married,tertiary"
entrepreneur,single,primary,"entrepreneur,single,primary"
admin.,divorced,secondary,"admin.,divorced,secondary"
housemaid,single,unknown,"housemaid,single,unknown"
management,divorced,secondary,"management,divorced,secondary"
technician,single,secondary,"technician,single,secondary"
technician,divorced,secondary,"technician,divorced,secondary"
blue-collar,single,unknown,"blue-collar,single,unknown"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
retired,single,tertiary,"retired,single,tertiary"
admin.,divorced,secondary,"admin.,divorced,secondary"
housemaid,single,unknown,"housemaid,single,unknown"
unemployed,divorced,unknown,"unemployed,divorced,unknown"
entrepreneur,divorced,unknown,"entrepreneur,divorced,unknown"
housemaid,divorced,unknown,"housemaid,divorced,unknown"
entrepreneur,single,secondary,"entrepreneur,single,secondary"
retired,single,secondary,"retired,single,secondary"
housemaid,single,secondary,"housemaid,single,secondary"
management,single,primary,"management,single,primary"
services,single,secondary,"services,single,secondary"
unemployed,single,secondary,"unemployed,single,secondary"
admin.,divorced,unknown,"admin.,divorced,unknown"
blue-collar,married,primary,"blue-collar,married,primary"
retired,single,tertiary,"retired,single,tertiary"
self-employed,single,secondary,"self-employed,single,secondary"
technician,single,unknown,"technician,single,unknown"
unknown,single,tertiary,"unknown,single,tertiary"
admin.,married,unknown,"admin.,married,unknown"
retired,divorced,primary,"retired,divorced,primary"
technician,divorced,secondary,"technician,divorced,secondary"
unknown,divorced,unknown,"unknown,divorced,unknown"
blue-collar,single,unknown,"blue-collar,single,unknown"
student,married,primary,"student,married,primary"
housemaid,married,unknown,"housemaid,married,unknown"
management,married,primary,"management,married,primary"
unemployed,married,secondary,"unemployed,married,secondary"
housemaid,single,tertiary,"housemaid,single,tertiary"
management,married,unknown,"management,married,unknown"
retired,married,primary,"retired,married,primary"
admin.,single,tertiary,"admin.,single,tertiary"
admin.,divorced,secondary,"admin.,divorced,secondary"
technician,divorced,unknown,"technician,divorced,unknown"
management,divorced,secondary,"management,divorced,secondary"
housemaid,divorced,unknown,"housemaid,divorced,unknown"
services,divorced,secondary,"services,divorced,secondary"
management,married,tertiary,"management,married,tertiary"
unemployed,single,tertiary,"unemployed,single,tertiary"
management,single,tertiary,"management,single,tertiary"
housemaid,divorced,tertiary,"housemaid,divorced,tertiary"
admin.,married,unknown,"admin.,married,unknown"
self-employed,married,unknown,"self-employed,married,unknown"
self-employed,divorced,primary,"self-employed,divorced,primary"
housemaid,married,unknown,"housemaid,married,unknown"
retired,divorced,secondary,"retired,divorced,secondary"
retired,married,unknown,"retired,married,unknown"
admin.,single,secondary,"admin.,single,secondary"
technician,married,secondary,"technician,married,secondary"
technician,single,tertiary,"technician,single,tertiary"
management,married,primary,"management,married,primary"
entrepreneur,divorced,tertiary,"entrepreneur,divorced,tertiary"
admin.,single,secondary,"admin.,single,secondary"
management,single,secondary,"management,single,secondary"
blue-collar,single,unknown,"blue-collar,single,unknown"
management,divorced,secondary,"management,divorced,secondary"
unemployed,married,tertiary,"unemployed,married,tertiary"
technician,married,secondary,"technician,married,secondary"
entrepreneur,divorced,unknown,"entrepreneur,divorced,unknown"
unknown,divorced,primary,"unknown,divorced,primary"
admin.,divorced,secondary,"admin.,divorced,secondary"
technician,divorced,secondary,"technician,divorced,secondary"
admin.,single,unknown,"admin.,single,unknown"
management,married,unknown,"management,married,unknown"
unknown,single,secondary,"unknown,single,secondary"
services,married,secondary,"services,married,secondary"
student,single,unknown,"student,single,unknown"
services,married,secondary,"services,married,secondary"
housemaid,divorced,secondary,"housemaid,divorced,secondary"
self-employed,married,unknown,"self-employed,married,unknown"
retired,divorced,tertiary,"retired,divorced,tertiary"
retired,single,secondary,"retired,single,secondary"
retired,single,secondary,"retired,single,secondary"
management,single,secondary,"management,single,secondary"
blue-collar,married,unknown,"blue-collar,married,unknown"
